mean_exon_number,mean_total_CDS_length,mean_total_length,mean_intron_number,mean_intron_length,prop_intron,total_CDS_length_genome,mean_CDS_exon_length,N_parent,GC
1.05963455149502,1465.72425249169,1484.26843853821,0.0596345514950166,18.5441860465116,0.0546511627906977,8753175,1382.23561686785,6020,GCF_000146045.2
6.68563197695355,1401.52073853406,3544.04314662651,5.68563197695355,2142.52240809245,0.957835466657937,26729260,208.631751099272,30547,GCF_000002985.6
5.93108878068994,1298.46704651404,2070.07378017197,4.93108878068994,771.60673365793,0.834144825442868,33785725,217.925579185647,48265,GCF_000001735.4
12.6469252679812,2043.03376769915,70256.7972218018,11.6469252679812,68213.7634541026,0.951433131974736,41400102,160.543910824838,145346,GCF_000001405.40
12.2890158665374,2039.12620784654,61406.1810621907,11.2890158665374,59367.0548543442,0.931687158818428,37652206,164.930797876094,98005,GCF_000001635.27
5.3022206350237,1987.8334199078,7555.96195052269,4.3022206350237,5568.1285306149,0.859457178105318,22956226,373.905828470662,30802,GCF_000001215.4
12.4077428831223,2110.49576834301,39056.8089284465,11.4077428831223,36946.3131601035,0.941246415331888,56205596,169.095059852813,57188,GCF_000002035.6
1.10756523371504,1492.2479819786,1507.4064201239,0.107565233715037,15.1584381452975,0.0934860146423878,7949205,1346.32288135593,5327,GCF_003013715.1
1.04125316209379,1541.38120256859,1550.52461568399,0.0412531620937926,9.1434131153921,0.0387234870597393,7920727,1479.31358624556,5139,GCF_003054445.1
1.06484641638225,1523.49215017065,1533.75119453925,0.0648464163822526,10.2590443686007,0.0573378839590444,8925103,1429.71538461538,5860,GCF_000026945.1
1.53540433925049,1451.76696252466,1534.74220907298,0.535404339250493,82.9752465483235,0.350493096646943,14682312,944.527458410945,10140,GCF_000090985.2
1.04137685036561,1501.12092027822,1511.07900838238,0.0413768503656144,9.95808810415552,0.0395933654360621,8416689,1440.47713649598,5607,GCF_947243775.1
1.03837188452573,1512.30338891877,1521.55961986731,0.0383718845257307,9.25623094853864,0.0367581136811906,8433986,1455.41788982905,5577,GCF_947241705.1
1.04075663026521,1544.31727769111,1559.77437597504,0.0407566302652106,15.4570982839314,0.0364664586583463,7868352,1482.84092186622,5128,GCF_001640025.1
1.86528758829465,1604.48335015136,1654.79490413724,0.865287588294652,50.3115539858729,0.455095862764884,6360172,859.180146064377,3964,GCF_029542925.1
2.04629266378972,1368.10357002746,1444.70870929776,1.04629266378972,76.6051392703021,0.493723028638682,6974175,667.576687116565,5098,GCF_027921745.1
1.06294169611307,1474.73189045936,1482.93948763251,0.0629416961130742,8.20759717314488,0.0605123674911661,6677341,1386.40619156451,4528,GCF_001548555.1
1.02718052738337,1459.87363083164,1463.27302231237,0.0271805273833671,3.39939148073022,0.0253549695740365,7196442,1420.24348341232,4930,GCF_014133895.1
1.46482716798059,1810.50803517283,1877.49666464524,0.464827167980594,66.9886294724075,0.294572468162523,11941065,1234.9874767129,6596,GCF_005498985.1
1.25918064105286,1568.61685417109,1622.12884737848,0.259180641052855,53.511993207387,0.223094884313309,7389754,1244.74409979771,4711,GCF_011074865.1
2.62035661218425,2288.84899702823,2559.68034918276,1.62035661218425,270.831352154532,0.543647845468053,12205712,872.487595690389,5384,GCF_000002765.5
3.0333909393902,1448.97926181953,1619.80311072707,2.0333909393902,170.823848907542,0.766880632020738,23476362,476.676399373309,16202,GCF_013085055.1
6.38006777648601,1534.59101590521,5278.74143517946,5.38006777648601,3744.15041927425,0.844979840205803,33391318,239.528951990292,40427,GCF_022201045.2
