mean_exon_number,mean_total_CDS_length,mean_total_length,mean_intron_length,total_CDS_length_genome,mean_CDS_exon_length,N_parent,GC
1.05966428452717,1465.42496260595,1483.97839454878,18.5534319428287,8746977,1381.9143663739,6017,GCF_000146045.2
6.68544293433765,1401.40677910594,3544.17127886032,2142.76449975438,26728750,208.620632898991,30535,GCF_000002985.6
5.93108878068994,1298.46704651404,2070.07378017197,771.60673365793,33785725,217.925579185647,48265,GCF_000001735.4
12.6358181017397,2042.30976106584,70266.6306705572,68224.3209094913,41395443,160.628613566751,145312,GCF_000001405.40
12.3337463090297,2049.07674120878,61759.8746205786,59710.7978793698,37632141,165.135794418653,96858,GCF_000001635.27
5.30231501022761,1987.91970518523,7552.68015195299,5564.76044676775,22956206,373.915428704395,30799,GCF_000001215.4
12.4077428831223,2110.49576834301,39056.8089284465,36946.3131601035,56205596,169.095059852813,57188,GCF_000002035.6
1.10756523371504,1492.2479819786,1507.4064201239,15.1584381452975,7949205,1346.32288135593,5327,GCF_003013715.1
1.04125316209379,1541.38120256859,1550.52461568399,9.1434131153921,7920727,1479.31358624556,5139,GCF_003054445.1
1.06484641638225,1523.49215017065,1533.75119453925,10.2590443686007,8925103,1429.71538461538,5860,GCF_000026945.1
1.53540433925049,1451.76696252466,1534.74220907298,82.9752465483235,14682312,944.527458410945,10140,GCF_000090985.2
1.04137685036561,1501.12092027822,1511.07900838238,9.95808810415552,8416689,1440.47713649598,5607,GCF_947243775.1
1.03837188452573,1512.30338891877,1521.55961986731,9.25623094853864,8433986,1455.41788982905,5577,GCF_947241705.1
1.04075663026521,1544.31727769111,1559.77437597504,15.4570982839314,7868352,1482.84092186622,5128,GCF_001640025.1
1.86528758829465,1604.48335015136,1654.79490413724,50.3115539858729,6360172,859.180146064377,3964,GCF_029542925.1
2.04629266378972,1368.10357002746,1444.70870929776,76.6051392703021,6974175,667.576687116565,5098,GCF_027921745.1
1.06294169611307,1474.73189045936,1482.93948763251,8.20759717314488,6677341,1386.40619156451,4528,GCF_001548555.1
1.02718052738337,1459.87363083164,1463.27302231237,3.39939148073022,7196442,1420.24348341232,4930,GCF_014133895.1
1.46482716798059,1810.50803517283,1877.49666464524,66.9886294724075,11941065,1234.9874767129,6596,GCF_005498985.1
1.25918064105286,1568.61685417109,1622.12884737848,53.511993207387,7389754,1244.74409979771,4711,GCF_011074865.1
2.62035661218425,2288.84899702823,2559.68034918276,270.831352154532,12205712,872.487595690389,5384,GCF_000002765.5
2.78420038535645,1413.00332807847,1573.90745606353,160.904127985053,24178889,506.507769738912,17127,GCF_013085055.1
6.38006777648601,1534.59101590521,5278.74143517946,3744.15041927425,33391318,239.528951990292,40427,GCF_022201045.2
12.8160971083965,2169.02573063244,68371.3282975104,66202.302566878,36571680,168.242298360193,64670,GCF_019923935.1
2.97963949500109,1484.09844559585,1646.28431730278,162.185871706926,17465389,497.079867744306,13703,GCF_000143535.2
6.9587838387123,1618.74083407853,2106.22193317616,487.481099097634,19912131,231.618352803738,12301,GCF_016906535.1
1.03634894991922,1508.772819063,1520.42952342488,11.656704361874,7461207,1454.85405300078,4952,GCF_001417885.1
1.00180115273775,1890.30091258405,1890.94236311239,0.641450528338137,15742425,1885.90231331655,8328,GCF_000002725.2
10.7180841346553,1959.79939547938,12713.9491970173,10754.1498015379,57271217,181.849786478412,60213,GCF_002022765.2
2.76270905779103,1886.32588176851,2148.6494452724,262.323563503891,11386236,681.781227523376,6039,GCF_900002385.2
1.03500491642085,1455.80412979351,1466.78407079646,10.9799410029499,7401972,1405.56735702071,5085,GCF_000002515.2
3.1921152691615,1511.11246748049,1665.15299179508,154.040524314589,15102048,472.389066516206,9994,GCF_009556855.1
12.9366614114197,2231.24687165805,24561.66962504,22330.4227533819,79817277,171.474705853277,90703,GCF_023724105.1
1.00562148657089,1549.45284197377,1550.84634603373,1.39350405996252,7434013,1539.79130434783,4803,GCF_000091205.1
2.79353983367482,1422.38339158732,1625.2911895866,202.907797999277,11801515,508.168823884718,8297,GCF_000687475.1
4.8947864321608,1179.63811243719,2130.96003454774,951.321922110553,15023871,239.998893166506,12736,GCF_026914185.1
2.92655188753751,1388.81867003633,1526.25027641763,137.431606381298,17582886,473.55802029361,12662,GCF_016861625.1
2.73529735077498,1422.84269539409,1634.62548092778,211.782785533692,12943571,519.178435076157,9097,GCF_000226095.1
1.13141331298875,1559.30688537097,1584.90329963761,25.5964142666412,8175446,1377.19386378962,5243,GCF_011074885.1
7.30760244848372,1876.30853698425,12887.5343675529,11011.2258305687,21274362,255.761167593836,21401,GCF_024364675.1
1.48865183840218,1472.86246028143,1490.92374035406,18.0612800726282,6484141,988.393505107486,4406,GCF_003290485.1
2.84881920247774,1383.4533488192,1507.54181184669,124.088463027487,14291215,484.623428687912,10332,GCF_016861735.1
1.05799832495812,1469.79396984925,1475.66896984925,5.875,7019152,1388.22145260241,4776,GCF_000091025.4
4.12343828085957,1540.69090454773,1842.15067466267,301.459770114943,6164311,372.642285783541,4002,GCF_000740895.1
2.14690265486726,1284.57181756297,1375.88509189925,91.3132743362832,18870116,597.337243959668,14690,GCF_020509005.1
1.28507678172989,1213.01141882137,1260.64746029663,47.6360414752592,9241210,942.921356347666,7619,GCF_000092065.1
4.16154266958425,1390.48654266958,1744.8158643326,354.32932166302,25402779,333.127666846319,18280,GCF_023278565.1
3.04916948405115,1426.55571071586,1560.81574305453,134.260032338674,19407568,466.850579699665,13606,GCF_016861865.1
2.94524495677233,1493.94709757102,1638.09777686291,144.15067929189,21772302,506.240355046128,14574,GCF_026873545.1
2.64234500210882,1450.8657950232,1593.66866301139,142.802867988191,15478299,548.082649640862,11855,GCF_022605165.1
2.76392572944297,1391.75464190981,1591.55723321771,199.802591307896,13641416,502.542706333973,9802,GCF_000226115.1
3.33929921855306,1596.6556591883,1807.18721115873,210.531551970423,18996097,477.140937570771,11901,GCF_013368755.1
2.6629702970297,2019.67049504951,2256.28217821782,236.611683168317,10199269,757.427721594289,5050,GCF_900681995.1
1.04605001984915,1504.63576816197,1511.81659388646,7.18082572449385,7580102,1437.39753320683,5038,GCF_013402915.1
1.02589679647036,1521.3487435258,1532.45463264915,11.1058891233455,7929814,1481.9452131638,5213,GCF_000002545.3
1.07588291441298,1437.69201399936,1449.82882596246,12.1368119630926,9034862,1335.29040366701,6286,GCF_000006445.2
1.04384698664742,1510.29700469145,1520.31035727174,10.0133525802959,8370047,1445.85669835782,5542,GCF_002079055.1
1.03632134550009,1488.96672034353,1496.79960636965,7.83288602612274,8321675,1435.78090469613,5589,GCF_000237345.1
1.03325986776197,1491.14606291324,1495.42756962533,4.28150671208175,7441913,1442.1471785922,4991,GCF_000026365.1
1.04084507042254,1459.63782696177,1464.1490945674,4.5112676056338,7253818,1401.3583993814,4970,GCF_000243375.1
1.05577376276512,1476.09956794973,1484.32423409269,8.22466614296936,7515961,1397.12109375,5092,GCF_000142805.1
1.03739534883721,1461.29506976744,1467.67144186047,6.37637209302326,7854170,1407.61926111908,5375,GCF_000304475.1
1.03118040089087,1626.14847809948,1632.0929844098,5.94450631031923,8761436,1575.97768178546,5388,GCF_000315915.1
1.02970483173529,1498.64673810867,1505.45760481293,6.81086670426772,7970828,1454.41391272594,5319,GCF_000348985.1
1.0311936530833,1555.04976559683,1563.54760187523,8.49783627839885,8624117,1507.00944221018,5546,GCF_000227115.2
1.98644199109045,1393.9552585706,1475.37148944412,81.4162308735232,7194333,700.734691887676,5163,GCF_000002945.1
1.06666666666667,1485.16500829187,1496.18739635158,11.0223880597015,8935035,1391.34219527363,6030,GCF_000182965.3
6.42430424012822,1618.96007576861,1955.40579921317,336.445723444558,10749152,251.005511453844,6863,GCF_000091045.1
14.0227095451405,2350.52822535714,24759.8801453054,22409.3519199483,41235639,166.622970281924,44871,GCF_002234675.1
3.32874222859876,1459.84973696796,1663.45423242468,203.604495456719,15252742,437.558962128613,10455,GCF_000011425.1
3.27063036056291,1526.12415688234,1728.3347489383,202.210592055958,18325429,465.614685439316,12009,GCF_014117465.1
1.17058096415328,1462.53430160692,1514.1804697157,51.6461681087763,9459923,1248.40892291447,6472,GCF_000002525.2
8.88733249955333,2089.1896373057,5182.94414865106,3093.75451134536,25523434,234.074994370999,27985,GCF_021134715.1
1.00012478163214,1844.74569503369,1844.74619416022,0.000499126528574994,14626766,1843.51553337492,8014,GCF_000227135.1
1.11468253968254,1431.26607142857,1442.65734126984,11.3912698412698,7212718,1283.01228195087,5040,GCF_000027005.1
2.8069547602971,1457.40830519919,1582.52795408508,125.119648885888,21584217,518.213321786823,14810,GCF_900079805.1
6.80652037617555,2157.84777429467,81863.4287147335,79705.5809404389,30828669,316.026564975498,31900,GCF_917563875.1
6.03178707224335,1556.44836501901,1891.17262357414,334.724258555133,10233198,257.040999520916,6575,GCF_000185945.1
6.09792327660802,2572.25555235074,4942.11407556966,2369.85852321892,17835255,420.82484686517,6934,GCF_000208865.1
1.26345609065156,1380.64936904455,1417.43626062323,36.7868915786763,10721602,1091.75611496127,7766,GCF_000214015.3
1.06769825918762,1492.1200984702,1501.42183928257,9.30174081237911,8484723,1396.5110342556,5687,GCF_000315875.1
6.16074481235042,1417.33921573784,4915.7291639271,3498.38994818925,34734444,229.059718249733,38023,GCF_001406875.1
6.84004908979341,1609.28485716234,13518.1936319629,11908.9087748006,22619073,234.273875382514,14667,GCF_905220565.1
3.80199944459872,1322.26909191891,1465.52096639822,143.251874479311,4759014,346.782557884742,3601,GCF_000691945.2
1.01696512723845,1014.85815268615,1015.3656927427,0.507540056550424,2151580,996.928174235403,2122,GCF_000091225.2
2.77677289692794,1389.56395348837,1515.39441573356,125.830462245191,19308789,499.424055213772,13932,GCF_900007375.1
10.6468935221822,2033.71352896526,18549.5883654452,16515.8748364799,61761025,190.014733520922,61919,GCF_026914265.1
6.34849903879332,2252.2692857495,13652.9260117317,11400.6567259822,19938724,353.771934592211,20287,GCF_024334085.1
1.00025813113061,1877.89597315436,1878.59434692824,0.69837377387713,14549934,1876.41135483871,7748,GCF_000755165.1
8.77005908137984,1839.52958833619,17186.4523060797,15346.9227177435,22660771,208.751105581694,20988,GCF_905220415.1
1.01496388028896,1026.07327141383,1026.52734778122,0.454076367389061,1987970,1009.94560244026,1938,GCF_000146465.1
6.13957988952949,1443.10843446357,6285.64518405032,4842.53674958674,40396017,234.050029550827,49606,GCF_030253575.1
2.85007251631617,2101.42476432197,2509.81925308194,408.394488759971,11590881,736.323261879015,5516,GCF_001680005.1
1.0514440433213,1461.72157039711,1470.72585740072,9.00428700361011,6478107,1389.20386266094,4432,GCF_000235365.1
1.19050632911392,1566.1617721519,1597.19164556962,31.0298734177215,12372613,1314.54258373206,7900,GCF_002220235.1
5.84183988964468,1453.59867763878,3530.10391000333,2076.50523236455,42177795,247.825490786806,42046,GCF_003576645.1
2.58778905036103,1316.51549218536,1525.37930719313,208.863815007769,14403194,507.741426199979,10941,GCF_000219625.1
1.09352112676056,1409.63492957746,1415.66816901408,6.03323943661972,7505698,1288.07882534776,5325,GCF_000187245.1
1.02932216298553,1531.57349581112,1540.17707539985,8.6035795887281,8043757,1486.94376618572,5252,GCF_000236905.1
12.5427931899885,2115.81768975107,59813.0187614461,57697.201071695,37121196,167.687919644557,73715,GCF_015227675.2
5.61096759041804,1421.58010803194,3398.86228276186,1977.28217472992,38856730,252.357390703807,42580,GCF_001433935.1
12.661769783721,2080.22553912798,70475.827369181,68395.6018300531,35831352,163.29184661077,63714,GCF_000003025.6
12.3670882108661,2035.37923307163,60059.7910770533,58024.4118439816,35940848,163.580311740906,63813,GCF_002263795.2
13.5661343340024,2200.16611397155,42707.7683043896,40507.602190418,32121799,161.180770129706,68754,GCF_016699485.2
6.04048421272014,1372.59604362777,5222.41981312307,3849.82376949529,42787334,226.232783878045,57578,GCF_902167145.1
6.25606318476758,1422.82073715562,4920.73587916179,3497.91514200617,33664347,226.43068526225,37604,GCF_000188115.5
12.0745380519887,1977.97900093956,63771.7070623238,61793.7280613843,36306090,162.814051719666,63860,GCF_011100685.1
12.3390199588532,2031.7149918508,67439.3637881743,65407.6487963235,36093348,163.657727974015,74854,GCF_003254725.2
5.31506858932057,1356.02243018211,3809.19023883405,2453.16780865194,134442634,254.12792683555,142442,GCF_018294505.1
12.7252137943174,2088.83084212225,73450.1060830534,71361.2752409312,36480716,163.148978232102,68173,GCF_003339765.1
6.13347160866286,1387.1790485939,4231.04863430665,2843.86958571275,61238474,225.165398179175,74248,GCF_000004515.6
12.4880153876504,2069.19280594463,60058.2677221017,57989.074916157,36316582,164.694287019448,60828,GCF_016772045.1
6.0055329062318,1491.7937779072,7034.00186856921,5542.20809066201,35044630,247.403231020382,41208,GCF_000003745.3
6.16780515718322,1358.29895211187,3422.9916312006,2064.69267908873,86372997,219.224037156873,111844,GCF_007990345.1
5.36781352397974,1355.35597259458,4302.36721775395,2947.01124515937,40863434,251.496843740895,40284,GCF_904849725.1
5.39491985941122,1285.1565670414,2125.79393607033,840.637369028924,112646370,237.216062616667,120351,GCF_020379485.1
13.0926693194405,2176.09972515076,45205.8065799729,43029.7068548222,59960426,165.207491540293,73131,GCF_017654675.1
