NP_001394291.1	100.000	104	1.79e-70	224	NP_001394291.1 DNA mismatch repair protein Msh6 isoform 17 [Homo sapiens]
NP_001393746.1	100.000	104	7.17e-70	226	NP_001393746.1 DNA mismatch repair protein Msh6 isoform 19 [Homo sapiens]
NP_001393732.1	100.000	104	2.45e-69	226	NP_001393732.1 DNA mismatch repair protein Msh6 isoform 15 [Homo sapiens]
NP_001393727.1	100.000	104	4.05e-69	226	NP_001393727.1 DNA mismatch repair protein Msh6 isoform 10 [Homo sapiens]
NP_001393729.1	100.000	104	5.38e-69	226	NP_001393729.1 DNA mismatch repair protein Msh6 isoform 8 [Homo sapiens]
NP_001393738.1	100.000	104	5.53e-69	226	NP_001393738.1 DNA mismatch repair protein Msh6 isoform 1 [Homo sapiens]
NP_001393725.1	100.000	104	5.53e-69	226	NP_001393725.1 DNA mismatch repair protein Msh6 isoform 1 [Homo sapiens]
NP_000170.1	100.000	104	5.53e-69	226	NP_000170.1 DNA mismatch repair protein Msh6 isoform 1 [Homo sapiens]
NP_001393755.1	100.000	104	5.86e-69	226	NP_001393755.1 DNA mismatch repair protein Msh6 isoform 18 [Homo sapiens]
NP_001393724.1	100.000	104	6.45e-69	226	NP_001393724.1 DNA mismatch repair protein Msh6 isoform 4 [Homo sapiens]
NP_001393737.1	100.000	104	7.77e-69	226	NP_001393737.1 DNA mismatch repair protein Msh6 isoform 6 [Homo sapiens]
NP_001393731.1	100.000	104	9.73e-69	225	NP_001393731.1 DNA mismatch repair protein Msh6 isoform 9 [Homo sapiens]
NP_001393733.1	100.000	104	1.05e-68	225	NP_001393733.1 DNA mismatch repair protein Msh6 isoform 7 [Homo sapiens]
NP_001393742.1	98.113	106	3.43e-67	221	NP_001393742.1 DNA mismatch repair protein Msh6 isoform 5 [Homo sapiens]
NP_001393759.1	100.000	94	1.78e-61	204	NP_001393759.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393757.1	100.000	94	1.78e-61	204	NP_001393757.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393756.1	100.000	94	1.78e-61	204	NP_001393756.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393754.1	100.000	94	1.78e-61	204	NP_001393754.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393753.1	100.000	94	1.78e-61	204	NP_001393753.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393750.1	100.000	94	1.78e-61	204	NP_001393750.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393749.1	100.000	94	1.78e-61	204	NP_001393749.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393748.1	100.000	94	1.78e-61	204	NP_001393748.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393747.1	100.000	94	1.78e-61	204	NP_001393747.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393734.1	100.000	94	1.78e-61	204	NP_001393734.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393726.1	100.000	94	1.78e-61	204	NP_001393726.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393751.1	100.000	94	2.50e-61	204	NP_001393751.1 DNA mismatch repair protein Msh6 isoform 13 [Homo sapiens]
NP_001393730.1	100.000	94	2.50e-61	204	NP_001393730.1 DNA mismatch repair protein Msh6 isoform 13 [Homo sapiens]
XP_068080998.1	50.000	104	4.77e-32	120	XP_068080998.1 DNA mismatch repair protein Msh6 isoform X1 [Danio rerio]
NP_878280.1	50.000	104	1.36e-31	119	NP_878280.1 DNA mismatch repair protein Msh6 [Danio rerio]
NP_015627.1	46.269	67	2.40e-14	70.5	NP_015627.1 histone-lysine N-methyltransferase NSD2 isoform 4 [Homo sapiens]
XP_047272099.1	46.269	67	2.57e-14	70.1	XP_047272099.1 histone-lysine N-methyltransferase NSD2 isoform X3 [Homo sapiens]
XP_047272100.1	46.269	67	2.66e-14	70.1	XP_047272100.1 histone-lysine N-methyltransferase NSD2 isoform X4 [Homo sapiens]
NP_579889.1	46.269	67	2.66e-14	70.1	NP_579889.1 histone-lysine N-methyltransferase NSD2 isoform 3 [Homo sapiens]
NP_001427825.1	46.269	67	6.70e-14	68.9	NP_001427825.1 histone-lysine N-methyltransferase NSD2 isoform 8 [Homo sapiens]
NP_001427824.1	46.269	67	6.91e-14	68.9	NP_001427824.1 histone-lysine N-methyltransferase NSD2 isoform 7 [Homo sapiens]
XP_047272095.1	46.269	67	7.55e-14	68.9	XP_047272095.1 histone-lysine N-methyltransferase NSD2 isoform X1 [Homo sapiens]
XP_047272093.1	46.269	67	7.55e-14	68.9	XP_047272093.1 histone-lysine N-methyltransferase NSD2 isoform X1 [Homo sapiens]
XP_005248058.1	46.269	67	7.55e-14	68.9	XP_005248058.1 histone-lysine N-methyltransferase NSD2 isoform X1 [Homo sapiens]
NP_579890.1	46.269	67	7.55e-14	68.9	NP_579890.1 histone-lysine N-methyltransferase NSD2 isoform 1 [Homo sapiens]
NP_579878.1	46.269	67	7.55e-14	68.9	NP_579878.1 histone-lysine N-methyltransferase NSD2 isoform 1 [Homo sapiens]
NP_579877.1	46.269	67	7.55e-14	68.9	NP_579877.1 histone-lysine N-methyltransferase NSD2 isoform 1 [Homo sapiens]
NP_001427821.1	46.269	67	7.55e-14	68.9	NP_001427821.1 histone-lysine N-methyltransferase NSD2 isoform 1 [Homo sapiens]
NP_001035889.1	46.269	67	7.55e-14	68.9	NP_001035889.1 histone-lysine N-methyltransferase NSD2 isoform 1 [Homo sapiens]
NP_001427822.1	46.269	67	7.85e-14	68.9	NP_001427822.1 histone-lysine N-methyltransferase NSD2 isoform 5 [Homo sapiens]
NP_001427823.1	46.269	67	7.92e-14	68.9	NP_001427823.1 histone-lysine N-methyltransferase NSD2 isoform 6 [Homo sapiens]
XP_047272098.1	46.269	67	8.72e-14	68.9	XP_047272098.1 histone-lysine N-methyltransferase NSD2 isoform X2 [Homo sapiens]
XP_047272097.1	46.269	67	8.72e-14	68.9	XP_047272097.1 histone-lysine N-methyltransferase NSD2 isoform X2 [Homo sapiens]
NP_001427826.1	46.269	67	8.72e-14	68.9	NP_001427826.1 histone-lysine N-methyltransferase NSD2 isoform 9 [Homo sapiens]
NP_001427827.1	46.269	67	9.32e-14	68.6	NP_001427827.1 histone-lysine N-methyltransferase NSD2 isoform 10 [Homo sapiens]
NP_060248.2	38.202	89	8.81e-13	65.9	NP_060248.2 histone-lysine N-methyltransferase NSD3 isoform short [Homo sapiens]
NP_075447.1	32.231	121	1.44e-12	65.5	NP_075447.1 histone-lysine N-methyltransferase NSD3 isoform long [Homo sapiens]
XP_068080964.1	40.299	67	2.32e-12	64.7	XP_068080964.1 histone-lysine N-methyltransferase NSD2 isoform X1 [Danio rerio]
NP_001076020.1	40.299	67	2.32e-12	64.7	NP_001076020.1 histone-lysine N-methyltransferase NSD2 [Danio rerio]
XP_694414.6	43.636	55	4.82e-10	58.2	XP_694414.6 histone-lysine N-methyltransferase NSD3 isoform X1 [Danio rerio]
XP_694414.6	26.415	106	9.9	28.9	XP_694414.6 histone-lysine N-methyltransferase NSD3 isoform X1 [Danio rerio]
XP_021335001.1	43.636	55	4.82e-10	58.2	XP_021335001.1 histone-lysine N-methyltransferase NSD3 isoform X1 [Danio rerio]
XP_021335001.1	26.415	106	9.9	28.9	XP_021335001.1 histone-lysine N-methyltransferase NSD3 isoform X1 [Danio rerio]
XP_005155379.1	43.636	55	4.82e-10	58.2	XP_005155379.1 histone-lysine N-methyltransferase NSD3 isoform X1 [Danio rerio]
XP_005155379.1	26.415	106	9.9	28.9	XP_005155379.1 histone-lysine N-methyltransferase NSD3 isoform X1 [Danio rerio]
XP_005155382.1	43.636	55	5.01e-10	58.2	XP_005155382.1 histone-lysine N-methyltransferase NSD3 isoform X2 [Danio rerio]
XP_005155383.1	43.636	55	5.26e-10	58.2	XP_005155383.1 histone-lysine N-methyltransferase NSD3 isoform X3 [Danio rerio]
NP_198117.2	34.375	96	1.08e-07	51.6	NP_198117.2 Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
NP_001326914.1	31.868	91	1.74e-07	50.8	NP_001326914.1 Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
NP_187194.1	31.868	91	1.75e-07	50.8	NP_187194.1 Tudor/PWWP/MBT superfamily protein [Arabidopsis thaliana]
NP_001372948.1	31.818	66	5.29e-07	49.3	NP_001372948.1 zinc finger CW-type PWWP domain protein 1 isoform 10 [Homo sapiens]
NP_001372938.1	31.818	66	5.29e-07	49.3	NP_001372938.1 zinc finger CW-type PWWP domain protein 1 isoform 10 [Homo sapiens]
NP_001372952.1	31.818	66	5.35e-07	49.3	NP_001372952.1 zinc finger CW-type PWWP domain protein 1 isoform 9 [Homo sapiens]
NP_001372947.1	31.818	66	5.54e-07	49.3	NP_001372947.1 zinc finger CW-type PWWP domain protein 1 isoform 6 [Homo sapiens]
NP_001372942.1	31.818	66	5.54e-07	49.3	NP_001372942.1 zinc finger CW-type PWWP domain protein 1 isoform 6 [Homo sapiens]
NP_001372940.1	31.818	66	5.66e-07	49.3	NP_001372940.1 zinc finger CW-type PWWP domain protein 1 isoform 12 [Homo sapiens]
NP_001372949.1	31.818	66	5.76e-07	49.3	NP_001372949.1 zinc finger CW-type PWWP domain protein 1 isoform 2 [Homo sapiens]
NP_001244937.1	31.818	66	5.76e-07	49.3	NP_001244937.1 zinc finger CW-type PWWP domain protein 1 isoform 2 [Homo sapiens]
NP_001372944.1	31.818	66	6.11e-07	49.3	NP_001372944.1 zinc finger CW-type PWWP domain protein 1 isoform 11 [Homo sapiens]
NP_001372950.1	31.818	66	6.18e-07	49.3	NP_001372950.1 zinc finger CW-type PWWP domain protein 1 isoform 13 [Homo sapiens]
NP_001372946.1	31.818	66	6.19e-07	49.3	NP_001372946.1 zinc finger CW-type PWWP domain protein 1 isoform 5 [Homo sapiens]
XP_005250537.1	31.818	66	6.19e-07	49.3	XP_005250537.1 zinc finger CW-type PWWP domain protein 1 isoform X7 [Homo sapiens]
NP_001372941.1	31.818	66	6.21e-07	49.3	NP_001372941.1 zinc finger CW-type PWWP domain protein 1 isoform 7 [Homo sapiens]
XP_016867868.1	31.818	66	6.31e-07	49.3	XP_016867868.1 zinc finger CW-type PWWP domain protein 1 isoform X8 [Homo sapiens]
NP_001372951.1	31.818	66	6.31e-07	49.3	NP_001372951.1 zinc finger CW-type PWWP domain protein 1 isoform 8 [Homo sapiens]
XP_047276508.1	31.818	66	6.66e-07	49.3	XP_047276508.1 zinc finger CW-type PWWP domain protein 1 isoform X4 [Homo sapiens]
NP_060454.3	31.818	66	6.66e-07	49.3	NP_060454.3 zinc finger CW-type PWWP domain protein 1 isoform 1 [Homo sapiens]
XP_047276507.1	31.818	66	6.73e-07	49.3	XP_047276507.1 zinc finger CW-type PWWP domain protein 1 isoform X2 [Homo sapiens]
XP_006716101.1	31.818	66	6.73e-07	49.3	XP_006716101.1 zinc finger CW-type PWWP domain protein 1 isoform X3 [Homo sapiens]
NP_001372939.1	31.818	66	6.73e-07	49.3	NP_001372939.1 zinc finger CW-type PWWP domain protein 1 isoform 3 [Homo sapiens]
XP_006716099.1	31.818	66	6.80e-07	49.3	XP_006716099.1 zinc finger CW-type PWWP domain protein 1 isoform X1 [Homo sapiens]
XP_006716098.1	31.818	66	6.80e-07	49.3	XP_006716098.1 zinc finger CW-type PWWP domain protein 1 isoform X1 [Homo sapiens]
NP_001372945.1	31.818	66	6.92e-07	48.9	NP_001372945.1 zinc finger CW-type PWWP domain protein 1 isoform 4 [Homo sapiens]
XP_047276509.1	31.818	66	7.25e-07	48.9	XP_047276509.1 zinc finger CW-type PWWP domain protein 1 isoform X6 [Homo sapiens]
XP_024302583.1	31.818	66	7.25e-07	48.9	XP_024302583.1 zinc finger CW-type PWWP domain protein 1 isoform X6 [Homo sapiens]
XP_006716103.1	31.818	66	7.25e-07	48.9	XP_006716103.1 zinc finger CW-type PWWP domain protein 1 isoform X5 [Homo sapiens]
NP_609336.3	27.451	102	9.68e-07	48.5	NP_609336.3 Nucleosome-destabilizing factor, isoform A [Drosophila melanogaster]
NP_001285791.1	27.451	102	9.68e-07	48.5	NP_001285791.1 Nucleosome-destabilizing factor, isoform C [Drosophila melanogaster]
NP_001188767.1	27.451	102	9.68e-07	48.5	NP_001188767.1 Nucleosome-destabilizing factor, isoform B [Drosophila melanogaster]
