NP_001394291.1	100.000	104	3.14e-70	224	NP_001394291.1 DNA mismatch repair protein Msh6 isoform 17 [Homo sapiens]
NP_001393746.1	100.000	104	1.25e-69	226	NP_001393746.1 DNA mismatch repair protein Msh6 isoform 19 [Homo sapiens]
NP_001393732.1	100.000	104	4.28e-69	226	NP_001393732.1 DNA mismatch repair protein Msh6 isoform 15 [Homo sapiens]
NP_001393727.1	100.000	104	7.07e-69	226	NP_001393727.1 DNA mismatch repair protein Msh6 isoform 10 [Homo sapiens]
NP_001393729.1	100.000	104	9.40e-69	226	NP_001393729.1 DNA mismatch repair protein Msh6 isoform 8 [Homo sapiens]
NP_001393738.1	100.000	104	9.66e-69	226	NP_001393738.1 DNA mismatch repair protein Msh6 isoform 1 [Homo sapiens]
NP_001393725.1	100.000	104	9.66e-69	226	NP_001393725.1 DNA mismatch repair protein Msh6 isoform 1 [Homo sapiens]
NP_000170.1	100.000	104	9.66e-69	226	NP_000170.1 DNA mismatch repair protein Msh6 isoform 1 [Homo sapiens]
NP_001393755.1	100.000	104	1.03e-68	226	NP_001393755.1 DNA mismatch repair protein Msh6 isoform 18 [Homo sapiens]
NP_001393724.1	100.000	104	1.13e-68	226	NP_001393724.1 DNA mismatch repair protein Msh6 isoform 4 [Homo sapiens]
NP_001393737.1	100.000	104	1.36e-68	226	NP_001393737.1 DNA mismatch repair protein Msh6 isoform 6 [Homo sapiens]
NP_001393731.1	100.000	104	1.70e-68	225	NP_001393731.1 DNA mismatch repair protein Msh6 isoform 9 [Homo sapiens]
NP_001393733.1	100.000	104	1.83e-68	225	NP_001393733.1 DNA mismatch repair protein Msh6 isoform 7 [Homo sapiens]
NP_001393742.1	98.113	106	5.99e-67	221	NP_001393742.1 DNA mismatch repair protein Msh6 isoform 5 [Homo sapiens]
NP_001393759.1	100.000	94	3.11e-61	204	NP_001393759.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
NP_001393757.1	100.000	94	3.11e-61	204	NP_001393757.1 DNA mismatch repair protein Msh6 isoform 12 [Homo sapiens]
